Cloudflare IP Optimizer — 完整测试结果
测试时间: 2026-06-14 09:19:38
成功: 2545 / 失败: 5585 / 总计: 8130

======================================================================
IP                                               延迟   Colo   Loc     状态码
104.17.221.41                                419.6ms    IAD    US     200
104.25.119.74                                419.6ms    IAD    US     200
104.18.125.88                                419.7ms    IAD    US     200
104.17.223.244                               419.9ms    IAD    US     200
104.19.118.190                               419.9ms    IAD    US     200
104.19.74.235                                420.0ms    IAD    US     200
172.67.158.80                                420.1ms    IAD    US     200
104.18.222.89                                420.3ms    IAD    US     200
172.67.142.115                               420.3ms    IAD    US     200
104.24.193.64                                420.5ms    IAD    US     200
185.162.231.118                              420.5ms    IAD    US     200
104.19.78.186                                420.7ms    IAD    US     200
104.21.207.83                                421.0ms    IAD    US     200
104.24.162.221                               421.1ms    IAD    US     200
104.27.42.172                                421.1ms    IAD    US     200
104.19.128.19                                421.2ms    IAD    US     200
104.27.118.90                                421.2ms    IAD    US     200
104.19.115.55                                421.3ms    IAD    US     200
172.67.242.146                               421.7ms    IAD    US     200
172.67.163.60                                421.8ms    IAD    US     200
104.20.20.139                                421.9ms    IAD    US     200
104.20.59.127                                421.9ms    IAD    US     200
104.17.226.109                               422.1ms    IAD    US     200
104.18.207.230                               422.2ms    IAD    US     200
104.27.22.196                                422.2ms    IAD    US     200
104.24.224.145                               422.5ms    IAD    US     200
104.25.123.178                               422.6ms    IAD    US     200
104.19.75.133                                422.8ms    IAD    US     200
104.19.122.78                                423.1ms    IAD    US     200
104.18.147.35                                423.6ms    IAD    US     200
104.24.227.220                               423.6ms    IAD    US     200
104.26.8.86                                  423.6ms    IAD    US     200
172.67.73.248                                423.6ms    IAD    US     200
104.27.89.191                                424.1ms    IAD    US     200
104.27.71.114                                424.3ms    IAD    US     200
104.18.241.234                               424.4ms    IAD    US     200
104.18.240.214                               424.5ms    IAD    US     200
104.19.83.240                                424.5ms    IAD    US     200
104.18.144.44                                424.8ms    IAD    US     200
104.18.201.239                               425.1ms    IAD    US     200
162.159.35.10                                425.2ms    IAD    US     200
104.27.53.78                                 425.4ms    IAD    US     200
104.19.125.195                               425.5ms    IAD    US     200
104.27.44.21                                 425.5ms    IAD    US     200
104.16.243.254                               425.9ms    IAD    US     200
104.24.229.104                               426.0ms    IAD    US     200
104.18.123.15                                426.2ms    IAD    US     200
104.18.202.141                               426.3ms    IAD    US     200
104.19.127.201                               426.3ms    IAD    US     200
104.27.17.218                                426.4ms    IAD    US     200
104.17.248.240                               426.8ms    IAD    US     200
104.27.49.183                                426.8ms    IAD    US     200
172.67.183.122                               426.8ms    IAD    US     200
104.19.84.13                                 427.3ms    IAD    US     200
104.19.80.186                                427.4ms    IAD    US     200
104.19.81.141                                427.4ms    IAD    US     200
172.67.161.120                               427.4ms    IAD    US     200
104.21.212.23                                427.9ms    IAD    US     200
162.159.46.101                               427.9ms    IAD    US     200
104.27.116.37                                428.0ms    IAD    US     200
104.20.40.77                                 428.2ms    IAD    US     200
104.29.124.19                                428.2ms    DUB    US     200
104.24.231.152                               428.6ms    IAD    US     200
104.18.122.48                                428.7ms    IAD    US     200
104.27.24.224                                428.7ms    IAD    US     200
104.18.142.99                                428.8ms    IAD    US     200
104.21.208.49                                428.9ms    IAD    US     200
104.27.23.37                                 428.9ms    IAD    US     200
172.67.154.69                                429.0ms    IAD    US     200
172.67.111.102                               429.1ms    IAD    US     200
104.18.124.170                               429.3ms    IAD    US     200
104.29.127.141                               429.4ms    DUB    US     200
172.67.114.4                                 429.5ms    IAD    US     200
104.18.168.103                               429.7ms    IAD    US     200
104.18.199.157                               429.8ms    IAD    US     200
104.24.188.219                               430.1ms    IAD    US     200
172.67.137.172                               430.2ms    IAD    US     200
104.24.187.24                                430.3ms    IAD    US     200
104.16.228.64                                430.5ms    IAD    US     200
104.27.55.244                                430.5ms    IAD    US     200
104.21.218.254                               430.8ms    IAD    US     200
104.17.214.39                                430.9ms    IAD    US     200
104.27.87.100                                431.1ms    IAD    US     200
104.17.222.194                               431.5ms    IAD    US     200
104.24.233.243                               431.6ms    IAD    US     200
104.27.28.70                                 431.6ms    IAD    US     200
104.19.123.119                               432.4ms    IAD    US     200
104.27.20.73                                 432.5ms    IAD    US     200
104.27.27.213                                432.9ms    IAD    US     200
104.27.117.143                               432.9ms    IAD    US     200
172.67.113.185                               433.2ms    IAD    US     200
104.19.117.106                               433.4ms    IAD    US     200
104.24.222.47                                433.4ms    IAD    US     200
104.27.48.161                                433.5ms    IAD    US     200
104.18.198.37                                433.6ms    IAD    US     200
104.17.44.16                                 434.0ms    IAD    US     200
104.27.46.132                                434.0ms    IAD    US     200
104.19.121.160                               434.2ms    IAD    US     200
104.27.51.247                                434.2ms    IAD    US     200
104.18.219.171                               434.3ms    IAD    US     200
104.24.232.216                               434.3ms    IAD    US     200
104.26.5.162                                 434.5ms    IAD    US     200
104.19.90.198                                434.6ms    IAD    US     200
104.18.186.225                               435.1ms    IAD    US     200
104.25.121.250                               435.1ms    IAD    US     200
104.18.185.104                               435.2ms    IAD    US     200
104.27.19.100                                435.2ms    IAD    US     200
172.67.140.41                                435.3ms    IAD    US     200
104.27.65.206                                435.7ms    IAD    US     200
172.67.239.199                               435.8ms    IAD    US     200
104.20.36.10                                 435.9ms    IAD    US     200
104.27.115.121                               436.0ms    IAD    US     200
104.19.136.120                               436.1ms    IAD    US     200
104.19.120.178                               436.7ms    IAD    US     200
104.20.52.187                                436.7ms    IAD    US     200
104.19.77.218                                436.8ms    IAD    US     200
104.19.114.22                                437.0ms    IAD    US     200
104.18.220.24                                437.1ms    IAD    US     200
104.19.112.231                               437.1ms    IAD    US     200
104.25.122.58                                437.3ms    IAD    US     200
172.67.139.183                               437.4ms    IAD    US     200
104.27.45.32                                 437.5ms    IAD    US     200
104.27.40.240                                437.6ms    IAD    US     200
104.16.251.108                               437.8ms    IAD    US     200
104.27.113.189                               437.8ms    IAD    US     200
104.27.69.105                                437.9ms    IAD    US     200
104.20.1.143                                 438.0ms    IAD    US     200
104.27.50.122                                438.0ms    IAD    US     200
104.18.164.208                               438.1ms    IAD    US     200
104.19.104.20                                438.1ms    IAD    US     200
104.27.35.114                                438.1ms    IAD    US     200
104.18.113.191                               438.4ms    IAD    US     200
104.19.109.125                               438.4ms    IAD    US     200
104.17.39.73                                 438.7ms    IAD    US     200
104.19.102.43                                439.1ms    IAD    US     200
104.17.212.220                               439.2ms    IAD    US     200
104.27.33.45                                 439.4ms    IAD    US     200
104.21.221.133                               439.7ms    IAD    US     200
104.24.220.55                                439.7ms    IAD    US     200
104.24.235.216                               439.7ms    IAD    US     200
104.16.197.76                                439.8ms    IAD    US     200
104.19.79.125                                439.8ms    IAD    US     200
104.21.216.228                               440.4ms    IAD    US     200
172.67.164.20                                440.5ms    IAD    US     200
104.19.116.42                                440.7ms    IAD    US     200
162.159.21.191                               440.8ms    IAD    US     200
104.21.220.78                                440.9ms    IAD    US     200
104.24.157.81                                441.0ms    IAD    US     200
104.16.231.157                               441.4ms    IAD    US     200
104.27.72.170                                441.5ms    IAD    US     200
104.18.218.14                                441.6ms    IAD    US     200
172.67.155.97                                441.6ms    IAD    US     200
104.18.160.218                               441.7ms    IAD    US     200
104.16.252.74                                441.8ms    IAD    US     200
172.67.157.215                               441.9ms    IAD    US     200
104.18.184.132                               442.1ms    IAD    US     200
104.27.111.1                                 442.2ms    IAD    US     200
172.67.115.95                                442.3ms    IAD    US     200
104.21.217.192                               442.4ms    IAD    US     200
104.16.185.137                               442.6ms    IAD    US     200
104.17.250.166                               442.7ms    IAD    US     200
104.21.211.244                               442.7ms    IAD    US     200
104.21.219.226                               442.9ms    IAD    US     200
104.27.30.240                                443.0ms    IAD    US     200
104.27.114.61                                443.0ms    IAD    US     200
104.17.162.42                                443.1ms    IAD    US     200
104.21.209.71                                443.1ms    IAD    US     200
104.27.76.103                                443.2ms    IAD    US     200
104.18.221.227                               443.4ms    IAD    US     200
104.24.218.140                               443.6ms    IAD    US     200
104.27.29.101                                443.7ms    IAD    US     200
104.17.218.4                                 443.8ms    IAD    US     200
104.16.195.249                               444.2ms    IAD    US     200
104.21.214.216                               444.4ms    IAD    US     200
104.24.215.184                               444.7ms    IAD    US     200
104.27.32.123                                445.1ms    IAD    US     200
172.67.136.205                               445.1ms    IAD    US     200
104.25.105.59                                445.4ms    IAD    US     200
172.65.252.22                                445.7ms    CDG    US     200
104.18.191.208                               446.1ms    IAD    US     200
172.67.138.215                               446.2ms    IAD    US     200
104.24.236.22                                446.3ms    IAD    US     200
104.27.68.221                                446.3ms    IAD    US     200
104.24.230.162                               446.6ms    IAD    US     200
104.17.155.90                                446.7ms    IAD    US     200
104.17.188.184                               446.8ms    IAD    US     200
104.17.163.175                               446.9ms    IAD    US     200
104.18.162.229                               446.9ms    IAD    US     200
104.24.242.117                               447.2ms    IAD    US     200
104.27.25.209                                447.9ms    IAD    US     200
104.19.101.220                               448.1ms    IAD    US     200
104.17.190.101                               448.5ms    IAD    US     200
104.19.146.183                               448.5ms    IAD    US     200
172.67.159.138                               448.6ms    IAD    US     200
104.20.42.13                                 448.8ms    IAD    US     200
104.24.239.203                               448.8ms    IAD    US     200
104.24.228.202                               448.9ms    IAD    US     200
104.24.226.230                               449.3ms    IAD    US     200
104.17.17.209                                449.5ms    IAD    US     200
104.18.157.224                               449.9ms    IAD    US     200
104.17.203.242                               450.2ms    IAD    US     200
104.27.34.148                                450.2ms    IAD    US     200
172.65.243.233                               450.2ms    LHR    US     200
104.27.88.176                                450.3ms    IAD    US     200
104.18.197.241                               450.5ms    IAD    US     200
104.16.253.198                               451.0ms    IAD    US     200
104.27.70.92                                 451.0ms    IAD    US     200
104.16.233.56                                451.1ms    IAD    US     200
104.17.228.118                               451.1ms    IAD    US     200
104.19.151.76                                451.4ms    IAD    US     200
104.27.110.107                               451.5ms    IAD    US     200
104.17.215.199                               451.6ms    IAD    US     200
104.20.5.119                                 452.2ms    IAD    US     200
104.17.216.19                                452.7ms    IAD    US     200
104.18.245.48                                452.8ms    IAD    US     200
104.27.61.112                                452.9ms    IAD    US     200
104.18.179.101                               453.1ms    IAD    US     200
172.67.76.10                                 453.1ms    IAD    US     200
104.20.22.92                                 453.2ms    IAD    US     200
104.24.234.230                               453.7ms    IAD    US     200
104.25.98.31                                 454.1ms    IAD    US     200
104.20.18.53                                 454.2ms    IAD    US     200
104.24.223.195                               454.2ms    IAD    US     200
104.27.109.73                                454.2ms    IAD    US     200
172.67.77.184                                454.2ms    IAD    US     200
162.159.36.157                               454.4ms    IAD    US     200
104.25.126.149                               454.7ms    IAD    US     200
172.67.141.81                                454.7ms    IAD    US     200
104.20.24.1                                  454.9ms    IAD    US     200
104.26.9.137                                 454.9ms    IAD    US     200
104.24.164.2                                 455.1ms    IAD    US     200
104.17.231.49                                455.3ms    IAD    US     200
104.16.200.61                                455.5ms    IAD    US     200
104.17.201.102                               455.5ms    IAD    US     200
104.16.248.57                                455.6ms    IAD    US     200
104.18.187.31                                455.6ms    IAD    US     200
104.18.190.205                               456.1ms    IAD    US     200
172.67.236.35                                456.1ms    IAD    US     200
104.24.209.54                                456.5ms    IAD    US     200
104.16.235.109                               457.1ms    IAD    US     200
104.27.58.187                                457.5ms    IAD    US     200
104.19.73.220                                457.9ms    IAD    US     200
104.24.160.40                                458.3ms    IAD    US     200
104.17.213.98                                458.4ms    IAD    US     200
104.24.191.120                               458.8ms    IAD    US     200
172.67.165.93                                459.2ms    IAD    US     200
172.67.133.194                               459.4ms    IAD    US     200
104.16.247.209                               459.5ms    IAD    US     200
162.159.41.122                               459.7ms    IAD    US     200
104.27.67.149                                460.2ms    IAD    US     200
104.18.176.65                                460.3ms    IAD    US     200
104.24.221.211                               460.3ms    IAD    US     200
104.18.55.183                                460.5ms    IAD    US     200
104.16.255.91                                460.6ms    IAD    US     200
104.17.192.80                                460.9ms    IAD    US     200
104.19.148.189                               460.9ms    IAD    US     200
104.27.97.182                                460.9ms    IAD    US     200
162.159.38.115                               461.0ms    IAD    US     200
104.18.189.226                               461.2ms    IAD    US     200
104.24.244.155                               461.4ms    IAD    US     200
104.24.238.239                               461.9ms    IAD    US     200
104.19.139.198                               462.2ms    IAD    US     200
104.19.76.192                                462.4ms    IAD    US     200
104.27.81.138                                462.5ms    IAD    US     200
172.67.82.171                                462.7ms    IAD    US     200
104.27.86.246                                462.8ms    IAD    US     200
172.67.130.117                               462.8ms    IAD    US     200
172.67.156.185                               463.0ms    IAD    US     200
104.21.215.247                               463.3ms    IAD    US     200
104.18.188.17                                463.6ms    IAD    US     200
104.17.225.249                               463.7ms    IAD    US     200
104.24.159.72                                463.8ms    IAD    US     200
104.27.102.82                                464.2ms    IAD    US     200
104.27.79.124                                464.6ms    IAD    US     200
104.24.206.110                               464.7ms    IAD    US     200
104.17.219.198                               465.1ms    IAD    US     200
104.17.211.76                                465.2ms    IAD    US     200
162.159.34.26                                465.2ms    IAD    US     200
104.17.32.55                                 465.5ms    IAD    US     200
104.27.36.184                                465.5ms    IAD    US     200
104.17.31.199                                465.6ms    IAD    US     200
104.17.235.51                                465.9ms    IAD    US     200
104.19.252.133                               465.9ms    IAD    US     200
172.67.128.29                                465.9ms    IAD    US     200
104.27.101.237                               466.0ms    IAD    US     200
104.20.15.33                                 466.1ms    IAD    US     200
104.20.45.110                                466.1ms    IAD    US     200
104.24.241.154                               466.2ms    IAD    US     200
104.17.208.45                                466.3ms    IAD    US     200
104.17.43.43                                 466.5ms    IAD    US     200
104.18.153.237                               466.6ms    IAD    US     200
104.17.8.141                                 466.8ms    IAD    US     200
104.18.83.153                                466.9ms    IAD    US     200
104.24.212.110                               467.1ms    IAD    US     200
104.19.254.56                                467.5ms    IAD    US     200
104.24.178.29                                467.7ms    IAD    US     200
104.24.243.100                               468.0ms    IAD    US     200
104.18.81.145                                468.1ms    IAD    US     200
104.19.255.147                               468.1ms    IAD    US     200
104.24.217.163                               468.1ms    IAD    US     200
104.27.98.156                                468.3ms    IAD    US     200
104.24.213.157                               468.7ms    IAD    US     200
104.16.188.116                               468.9ms    IAD    US     200
104.16.237.117                               469.6ms    IAD    US     200
104.19.147.67                                469.6ms    IAD    US     200
104.19.199.93                                469.7ms    IAD    US     200
104.20.31.99                                 469.7ms    IAD    US     200
104.27.94.212                                470.0ms    IAD    US     200
104.20.11.57                                 470.1ms    IAD    US     200
162.159.160.115                              470.1ms    DUB    US     200
104.27.78.122                                470.5ms    IAD    US     200
104.27.82.202                                471.0ms    IAD    US     200
104.17.156.105                               471.1ms    IAD    US     200
104.18.67.249                                471.2ms    IAD    US     200
104.27.108.34                                471.2ms    IAD    US     200
104.17.184.222                               471.4ms    IAD    US     200
104.27.106.123                               471.4ms    IAD    US     200
104.16.187.193                               471.6ms    IAD    US     200
104.16.189.90                                471.6ms    IAD    US     200
104.25.127.182                               472.4ms    IAD    US     200
104.26.2.101                                 472.4ms    IAD    US     200
104.25.134.78                                472.8ms    IAD    US     200
104.24.240.176                               473.3ms    IAD    US     200
104.27.80.208                                473.3ms    IAD    US     200
104.25.102.5                                 473.6ms    IAD    US     200
104.27.92.177                                474.0ms    IAD    US     200
104.18.156.130                               474.5ms    IAD    US     200
104.24.214.22                                474.9ms    IAD    US     200
104.27.104.90                                475.1ms    IAD    US     200
172.67.84.138                                475.4ms    IAD    US     200
104.17.172.69                                475.5ms    IAD    US     200
104.18.96.240                                475.6ms    IAD    US     200
172.67.168.81                                475.9ms    IAD    US     200
104.17.181.11                                476.2ms    IAD    US     200
104.20.23.35                                 476.3ms    IAD    US     200
104.24.199.66                                476.7ms    IAD    US     200
104.26.3.159                                 476.8ms    IAD    US     200
104.24.176.212                               477.1ms    IAD    US     200
104.18.107.224                               477.2ms    IAD    US     200
172.67.81.64                                 477.2ms    IAD    US     200
104.24.210.115                               477.3ms    IAD    US     200
104.20.33.71                                 477.7ms    IAD    US     200
104.18.174.198                               477.9ms    IAD    US     200
104.20.0.58                                  478.0ms    IAD    US     200
104.19.1.138                                 478.1ms    IAD    US     200
172.67.78.62                                 478.2ms    IAD    US     200
104.19.149.64                                478.9ms    IAD    US     200
104.19.150.56                                478.9ms    IAD    US     200
104.18.251.206                               479.1ms    IAD    US     200
104.20.51.116                                479.1ms    IAD    US     200
104.19.67.168                                479.6ms    IAD    US     200
104.24.190.139                               479.6ms    IAD    US     200
104.17.182.117                               479.8ms    IAD    US     200
104.24.216.35                                479.8ms    IAD    US     200
172.67.171.241                               479.9ms    IAD    US     200
104.18.8.211                                 480.0ms    IAD    US     200
104.27.99.191                                480.3ms    IAD    US     200
172.67.166.251                               480.3ms    IAD    US     200
172.67.223.195                               480.4ms    IAD    US     200
104.16.192.21                                480.7ms    IAD    US     200
104.18.109.74                                481.1ms    IAD    US     200
172.67.234.218                               481.2ms    IAD    US     200
172.67.235.30                                481.4ms    IAD    US     200
104.27.96.213                                481.5ms    IAD    US     200
104.18.178.114                               482.3ms    IAD    US     200
104.16.213.217                               482.6ms    IAD    US     200
104.17.33.56                                 482.6ms    IAD    US     200
104.27.83.67                                 482.6ms    IAD    US     200
104.27.84.26                                 482.6ms    IAD    US     200
104.19.72.154                                482.7ms    IAD    US     200
172.67.227.171                               483.1ms    IAD    US     200
104.17.158.60                                483.3ms    IAD    US     200
104.18.177.145                               483.6ms    IAD    US     200
104.19.152.251                               483.8ms    IAD    US     200
104.27.90.113                                483.8ms    IAD    US     200
104.17.35.76                                 484.1ms    IAD    US     200
104.18.169.244                               484.2ms    IAD    US     200
104.19.153.130                               484.2ms    IAD    US     200
104.16.191.104                               484.4ms    IAD    US     200
104.18.236.211                               484.8ms    IAD    US     200
104.16.211.177                               484.9ms    IAD    US     200
104.17.157.1                                 484.9ms    IAD    US     200
104.25.130.245                               484.9ms    IAD    US     200
172.67.83.120                                485.3ms    IAD    US     200
104.17.240.184                               485.4ms    IAD    US     200
104.16.250.92                                486.5ms    IAD    US     200
172.67.233.55                                486.5ms    IAD    US     200
104.17.233.106                               487.1ms    IAD    US     200
104.25.131.163                               487.1ms    IAD    US     200
104.27.107.8                                 487.2ms    IAD    US     200
172.67.85.253                                487.3ms    IAD    US     200
104.16.210.254                               487.9ms    IAD    US     200
104.18.6.220                                 488.2ms    IAD    US     200
172.67.95.173                                488.2ms    IAD    US     200
104.17.14.62                                 488.3ms    IAD    US     200
104.20.41.165                                488.3ms    IAD    US     200
104.27.100.155                               488.5ms    IAD    US     200
104.24.197.32                                488.7ms    IAD    US     200
104.18.134.53                                488.8ms    IAD    US     200
104.18.235.184                               488.8ms    IAD    US     200
104.17.154.227                               489.0ms    IAD    US     200
104.18.97.195                                489.2ms    IAD    US     200
104.26.7.74                                  489.8ms    IAD    US     200
104.17.180.2                                 489.9ms    IAD    US     200
104.17.38.222                                490.0ms    IAD    US     200
104.19.50.34                                 490.1ms    IAD    US     200
104.20.29.217                                490.2ms    IAD    US     200
104.16.214.237                               490.3ms    IAD    US     200
104.20.25.215                                490.3ms    IAD    US     200
104.18.175.208                               490.4ms    IAD    US     200
104.18.76.144                                490.6ms    IAD    US     200
104.19.70.15                                 490.6ms    IAD    US     200
172.67.129.252                               490.6ms    IAD    US     200
104.17.176.57                                491.2ms    IAD    US     200
104.17.185.126                               491.7ms    IAD    US     200
104.18.172.113                               491.8ms    IAD    US     200
172.67.224.195                               492.0ms    IAD    US     200
104.27.103.95                                492.3ms    IAD    US     200
172.67.222.104                               492.5ms    IAD    US     200
104.19.251.243                               492.6ms    IAD    US     200
104.17.160.204                               492.7ms    IAD    US     200
104.20.17.178                                492.7ms    IAD    US     200
104.16.222.72                                493.0ms    IAD    US     200
104.17.202.89                                493.1ms    IAD    US     200
104.27.85.5                                  493.1ms    IAD    US     200
104.18.254.36                                493.4ms    IAD    US     200
104.16.216.137                               493.6ms    IAD    US     200
104.17.178.238                               494.1ms    IAD    US     200
104.16.249.204                               494.3ms    IAD    US     200
104.18.9.221                                 494.3ms    IAD    US     200
104.17.36.89                                 494.7ms    IAD    US     200
104.19.99.246                                495.1ms    IAD    US     200
172.67.80.191                                495.1ms    IAD    US     200
172.67.232.20                                495.3ms    IAD    US     200
104.17.177.202                               496.4ms    IAD    US     200
104.18.234.32                                496.6ms    IAD    US     200
104.19.66.169                                496.6ms    IAD    US     200
104.19.51.30                                 496.9ms    IAD    US     200
104.18.4.31                                  497.2ms    IAD    US     200
104.18.255.242                               497.6ms    IAD    US     200
104.18.77.41                                 497.7ms    IAD    US     200
104.25.99.55                                 498.5ms    IAD    US     200
104.17.232.20                                499.0ms    IAD    US     200
104.19.103.242                               499.1ms    IAD    US     200
104.19.68.138                                499.2ms    IAD    US     200
104.17.164.14                                499.4ms    IAD    US     200
104.19.224.148                               499.4ms    IAD    US     200
104.19.107.1                                 499.5ms    IAD    US     200
104.17.167.46                                500.0ms    IAD    US     200
104.17.3.185                                 500.2ms    IAD    US     200
104.19.105.168                               500.2ms    IAD    US     200
104.27.105.117                               500.3ms    IAD    US     200
172.67.125.163                               500.4ms    IAD    US     200
104.18.173.84                                500.5ms    IAD    US     200
104.20.43.85                                 500.5ms    IAD    US     200
172.67.124.125                               500.7ms    IAD    US     200
104.18.78.88                                 500.8ms    IAD    US     200
104.19.85.121                                501.0ms    IAD    US     200
104.25.133.10                                501.3ms    IAD    US     200
104.18.167.248                               501.6ms    IAD    US     200
104.27.95.39                                 501.8ms    IAD    US     200
104.19.82.169                                501.9ms    IAD    US     200
104.24.237.165                               502.4ms    IAD    US     200
104.19.65.216                                502.7ms    IAD    US     200
172.67.127.52                                502.8ms    IAD    US     200
104.18.238.250                               503.0ms    IAD    US     200
104.27.119.28                                503.2ms    IAD    US     200
172.67.202.168                               503.3ms    IAD    US     200
104.19.2.40                                  503.7ms    IAD    US     200
104.17.161.17                                503.8ms    IAD    US     200
104.25.132.167                               504.1ms    IAD    US     200
172.67.122.13                                504.3ms    IAD    US     200
104.17.34.5                                  504.4ms    IAD    US     200
104.18.170.135                               504.4ms    IAD    US     200
104.18.61.201                                504.7ms    IAD    US     200
104.19.43.6                                  505.2ms    IAD    US     200
104.24.186.179                               505.4ms    IAD    US     200
104.18.110.159                               505.7ms    IAD    US     200
104.19.69.75                                 505.7ms    IAD    US     200
172.67.86.32                                 505.8ms    IAD    US     200
104.17.37.108                                506.0ms    IAD    US     200
104.19.89.80                                 506.4ms    IAD    US     200
104.17.168.170                               506.8ms    IAD    US     200
104.17.227.174                               506.8ms    IAD    US     200
104.17.242.233                               506.9ms    IAD    US     200
104.19.108.237                               506.9ms    IAD    US     200
104.16.227.108                               507.4ms    IAD    US     200
104.17.170.144                               507.6ms    IAD    US     200
104.25.96.180                                508.0ms    IAD    US     200
104.16.190.203                               508.1ms    IAD    US     200
104.24.248.80                                508.4ms    IAD    US     200
104.18.171.138                               508.7ms    IAD    US     200
104.17.0.11                                  508.9ms    IAD    US     200
104.19.0.192                                 509.0ms    IAD    US     200
104.25.101.48                                509.0ms    IAD    US     200
172.67.120.186                               509.0ms    IAD    US     200
104.18.152.201                               509.1ms    IAD    US     200
104.19.44.241                                509.1ms    IAD    US     200
104.19.62.218                                509.3ms    IAD    US     200
104.18.233.54                                509.7ms    IAD    US     200
172.67.189.88                                509.7ms    IAD    US     200
172.67.121.120                               509.9ms    IAD    US     200
104.17.239.60                                510.2ms    IAD    US     200
104.25.103.189                               510.2ms    IAD    US     200
104.18.138.237                               510.3ms    IAD    US     200
104.18.237.202                               510.4ms    IAD    US     200
104.24.245.9                                 510.5ms    IAD    US     200
104.19.46.131                                510.7ms    IAD    US     200
104.18.60.201                                511.1ms    IAD    US     200
104.18.111.138                               511.1ms    IAD    US     200
104.17.4.64                                  511.2ms    IAD    US     200
104.24.192.254                               511.2ms    IAD    US     200
104.18.239.33                                511.3ms    IAD    US     200
104.24.253.103                               511.3ms    IAD    US     200
104.17.179.31                                511.4ms    IAD    US     200
104.19.25.229                                511.5ms    IAD    US     200
104.19.169.185                               511.5ms    IAD    US     200
104.24.207.78                                511.6ms    IAD    US     200
104.26.1.8                                   511.8ms    IAD    US     200
104.19.31.83                                 511.9ms    IAD    US     200
104.18.75.12                                 512.4ms    IAD    US     200
104.26.0.141                                 512.5ms    IAD    US     200
104.19.96.167                                512.9ms    IAD    US     200
104.19.110.48                                513.2ms    IAD    US     200
104.16.193.128                               513.4ms    IAD    US     200
104.19.88.112                                513.4ms    IAD    US     200
104.19.111.47                                513.4ms    IAD    US     200
172.67.206.190                               513.4ms    IAD    US     200
104.27.26.55                                 513.6ms    IAD    US     200
104.19.242.118                               513.9ms    IAD    US     200
172.67.177.174                               514.7ms    IAD    US     200
104.18.103.192                               514.9ms    IAD    US     200
104.19.12.138                                514.9ms    IAD    US     200
172.67.123.167                               514.9ms    IAD    US     200
104.19.93.154                                515.1ms    IAD    US     200
104.24.249.212                               515.1ms    IAD    US     200
104.17.243.47                                515.5ms    IAD    US     200
104.17.151.28                                516.0ms    IAD    US     200
104.24.195.4                                 516.0ms    IAD    US     200
104.18.119.238                               516.1ms    IAD    US     200
104.24.211.19                                516.1ms    IAD    US     200
104.17.234.46                                516.4ms    IAD    US     200
104.19.52.215                                516.4ms    IAD    US     200
104.19.132.153                               516.7ms    IAD    US     200
104.19.91.1                                  516.8ms    IAD    US     200
104.18.106.20                                517.0ms    IAD    US     200
104.16.225.138                               517.2ms    IAD    US     200
104.27.91.48                                 517.4ms    IAD    US     200
172.67.231.135                               517.4ms    IAD    US     200
104.24.250.36                                517.5ms    IAD    US     200
104.17.236.202                               517.7ms    IAD    US     200
104.19.54.4                                  517.7ms    IAD    US     200
104.18.137.16                                517.9ms    IAD    US     200
104.18.246.254                               517.9ms    IAD    US     200
104.24.246.13                                517.9ms    IAD    US     200
104.19.86.88                                 518.0ms    IAD    US     200
104.18.143.202                               518.1ms    IAD    US     200
104.25.100.205                               518.3ms    IAD    US     200
104.19.87.101                                518.5ms    IAD    US     200
172.67.209.17                                518.5ms    IAD    US     200
104.18.159.236                               518.6ms    IAD    US     200
104.18.149.167                               518.7ms    IAD    US     200
104.24.196.189                               518.8ms    IAD    US     200
104.19.47.224                                518.9ms    IAD    US     200
104.17.15.41                                 519.1ms    IAD    US     200
104.25.255.92                                519.2ms    IAD    US     200
104.17.241.85                                519.3ms    IAD    US     200
104.18.105.93                                519.4ms    IAD    US     200
104.18.141.198                               519.6ms    IAD    US     200
104.19.130.150                               519.7ms    IAD    US     200
104.18.165.16                                519.8ms    IAD    US     200
104.18.243.165                               520.0ms    IAD    US     200
104.24.251.241                               520.0ms    IAD    US     200
104.17.1.24                                  520.2ms    IAD    US     200
104.17.237.188                               520.3ms    IAD    US     200
104.18.140.202                               520.6ms    IAD    US     200
104.17.238.187                               520.8ms    IAD    US     200
104.25.129.161                               520.8ms    IAD    US     200
104.24.208.66                                520.9ms    IAD    US     200
104.25.104.233                               520.9ms    IAD    US     200
172.67.203.250                               521.2ms    IAD    US     200
172.67.210.102                               521.3ms    IAD    US     200
104.19.106.7                                 521.6ms    IAD    US     200
172.67.212.50                                521.6ms    IAD    US     200
104.19.234.110                               521.7ms    IAD    US     200
104.25.248.39                                522.0ms    IAD    US     200
104.24.182.153                               522.2ms    IAD    US     200
172.67.89.146                                522.3ms    IAD    US     200
104.24.189.190                               522.4ms    IAD    US     200
104.20.26.238                                522.7ms    IAD    US     200
104.24.201.210                               522.7ms    IAD    US     200
104.17.244.139                               523.2ms    IAD    US     200
104.16.226.242                               523.8ms    IAD    US     200
104.18.108.115                               523.8ms    IAD    US     200
104.24.183.179                               524.8ms    IAD    US     200
104.18.150.162                               525.0ms    IAD    US     200
104.24.204.30                                525.2ms    IAD    US     200
104.18.151.128                               525.3ms    IAD    US     200
104.19.100.210                               525.9ms    IAD    US     200
104.19.119.161                               525.9ms    IAD    US     200
